age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,capital_gain__log,capital_gain__bin,age__x__fnlwgt,age__x__education_num,age__div__education_num,age__x__capital_gain,age__div__capital_gain,age__x__capital_loss,age__div__capital_loss,age__x__hours_per_week,age__minus__hours_per_week,age__div__hours_per_week,fnlwgt__x__education_num,fnlwgt__div__education_num,fnlwgt__x__capital_gain,fnlwgt__div__capital_gain,fnlwgt__x__capital_loss,fnlwgt__div__capital_loss,fnlwgt__x__hours_per_week,fnlwgt__div__hours_per_week,education_num__x__capital_gain,education_num__div__capital_gain,income
65,Local-gov,300804,Preschool,1,Married-spouse-absent,Priv-house-serv,Not-in-family,Other,Male,7688,0,55,South,8.94754601503218,0,19552260,65,64.99999935000001,499720,0.00845473465139379,0,6500000000.0,3575,10,1.1818181816033058,300804,300803.99699196004,2312581152,39.126430801197806,0,30080400000000.0,16544220,5469.163635369243,7688,0.0001300728407906737,1
65,State-gov,355084,7th-8th,4,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Female,0,2824,25,Jamaica,0.0,0,23080460,260,16.249999959375,0,6500000000.0,183560,0.023016997167057306,1625,40,2.59999999896,1420336,88770.9997780725,0,35508400000000.0,1002757216,125.7379603394981,8877100,14203.359994318656,0,400000000.0,1
49,Self-emp-inc,98786,Doctorate,16,Widowed,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,2174,0,20,Japan,7.684783943522785,0,4840514,784,3.0624999980859373,106526,0.022539098435958884,0,4900000000.0,980,29,2.449999998775,1580576,6174.124996141171,214760764,45.439742410094574,0,9878600000000.0,1975720,4939.29999753035,34784,0.007359705611741676,1
61,Self-emp-inc,267151,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,2174,2042,40,El-Salvador,7.684783943522785,0,16296211,610,6.099999993899999,132614,0.02805887764476514,124562,0.029872673849021193,2440,21,1.52499999961875,2671510,26715.099973284898,580786274,122.88454461765004,545522342,130.82810969573544,10686040,6678.7749983303065,21740,0.004599816007338548,0
41,Local-gov,263058,12th,8,Married-AF-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,45,England,0.0,0,10785378,328,5.124999993593749,0,4100000000.0,0,4100000000.0,1845,-4,0.9111111109086419,2104464,32882.249958897184,0,26305800000000.0,0,26305800000000.0,11837610,5845.733332034281,0,800000000.0,1
55,Federal-gov,111983,12th,8,Married-spouse-absent,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,0,0,55,Jamaica,0.0,0,6159065,440,6.874999991406249,0,5500000000.0,0,5500000000.0,3025,0,0.9999999998181818,895864,13997.874982502655,0,11198300000000.0,0,11198300000000.0,6159065,2036.0545450843538,0,800000000.0,0
59,State-gov,378623,10th,6,Married-civ-spouse,Armed-Forces,Wife,Other,Female,7688,0,40,Dominican-Republic,8.94754601503218,0,22338757,354,9.833333316944445,453592,0.007674297606649747,0,5900000000.0,2360,19,1.47499999963125,2271738,63103.83322816028,2910853624,49.24856919868724,0,37862300000000.0,15144920,9465.574997633606,46128,0.0007804370447440421,0
46,Without-pay,104264,Some-college,10,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,Puerto-Rico,0.0,0,4796144,460,4.599999995399999,0,4600000000.0,0,4600000000.0,1840,6,1.1499999997124999,1042640,10426.3999895736,0,10426400000000.0,0,10426400000000.0,4170560,2606.59999934835,0,1000000000.0,0
58,Local-gov,176124,Bachelors,13,Widowed,Priv-house-serv,Unmarried,Other,Male,0,2042,40,Jamaica,0.0,0,10215192,754,4.461538458106508,0,5800000000.0,118436,0.028403525954807034,2320,18,1.4499999996375,2289612,13547.99998957846,0,17612400000000.0,359645208,86.25073457352474,7044960,4403.099998899225,0,1300000000.0,1
65,Without-pay,258358,12th,8,Married-AF-spouse,Protective-serv,Not-in-family,Black,Female,0,0,55,South,0.0,0,16793270,520,8.124999989843749,0,6500000000.0,0,6500000000.0,3575,10,1.1818181816033058,2066864,32294.749959631557,0,25835800000000.0,0,25835800000000.0,14209690,4697.418180964106,0,800000000.0,1
53,Federal-gov,199075,Some-college,10,Never-married,Transport-moving,Unmarried,Other,Male,0,0,50,China,0.0,0,10550975,530,5.299999994699999,0,5300000000.0,0,5300000000.0,2650,3,1.059999999788,1990750,19907.4999800925,0,19907500000000.0,0,19907500000000.0,9953750,3981.4999992037,0,1000000000.0,0
18,Self-emp-not-inc,308952,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Male,99999,0,45,China,11.512925464970229,1,5561136,180,1.7999999982,1799982,0.00018000180001798217,0,1800000000.0,810,-27,0.3999999999111111,3089520,30895.199969104797,30894891048,3.0895508955086464,0,30895200000000.0,13902840,6865.599998474311,999990,0.0001000010000099901,0
25,Federal-gov,127643,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1902,45,United-States,0.0,0,3191075,325,1.923076921597633,0,2500000000.0,47550,0.0131440588853147,1125,-20,0.5555555554320988,1659359,9818.692300139466,0,12764300000000.0,242776986,67.10988433192897,5743935,2836.511110480775,0,1300000000.0,1
41,Private,306170,Prof-school,15,Married-AF-spouse,Adm-clerical,Other-relative,White,Male,0,2042,40,England,0.0,0,12552970,615,2.733333331511111,0,4100000000.0,83722,0.020078354554260148,1640,1,1.02499999974375,4592550,20411.333319725778,0,30617000000000.0,625199140,149.9363369238495,12246800,7654.249998086438,0,1500000000.0,0
28,Federal-gov,246768,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,1902,55,Cuba,0.0,0,6909504,252,3.1111111076543208,0,2800000000.0,53256,0.014721345951552466,1540,-27,0.5090909089983471,2220912,27418.66663620148,0,24676800000000.0,469352736,129.74132492045354,13572240,4486.690908275147,0,900000000.0,1
45,Self-emp-inc,99852,Assoc-voc,11,Separated,Handlers-cleaners,Unmarried,Other,Male,0,0,60,South,0.0,0,4493340,495,4.090909087190083,0,4500000000.0,0,4500000000.0,2700,-15,0.749999999875,1098372,9077.454537202313,0,9985200000000.0,0,9985200000000.0,5991120,1664.1999997226333,0,1100000000.0,0
21,Local-gov,190014,Doctorate,16,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,0,0,35,England,0.0,0,3990294,336,1.3124999991796875,0,2100000000.0,0,2100000000.0,735,-14,0.5999999998285714,3040224,11875.874992577577,0,19001400000000.0,0,19001400000000.0,6650490,5428.971427020294,0,1600000000.0,0
37,Federal-gov,281623,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,99999,0,40,Philippines,11.512925464970229,1,10420051,481,2.8461538439644967,3699963,0.0003700037000369634,0,3700000000.0,1480,-3,0.92499999976875,3661099,21663.30767564361,28162018377,2.8162581625813443,0,28162300000000.0,11264920,7040.5749982398565,1299987,0.00013000130001298714,0
65,Local-gov,116189,Masters,14,Separated,Handlers-cleaners,Other-relative,Black,Female,0,0,20,South,0.0,0,7552285,910,4.6428571395408165,0,6500000000.0,0,6500000000.0,1300,45,3.249999998375,1626646,8299.214279786274,0,11618900000000.0,0,11618900000000.0,2323780,5809.449997095275,0,1400000000.0,0
37,Without-pay,329291,1st-4th,2,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,25,Jamaica,0.0,0,12183767,74,18.4999999075,0,3700000000.0,0,3700000000.0,925,12,1.479999999408,658582,164645.49917677252,0,32929100000000.0,0,32929100000000.0,8232275,13171.639994731344,0,200000000.0,0
47,Without-pay,219454,Preschool,1,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,99999,2824,50,Jamaica,11.512925464970229,1,10314338,47,46.99999953000001,4699953,0.0004700047000469535,132728,0.016643059490026053,2350,-3,0.939999999812,219454,219453.99780546004,21945180546,2.194561945619237,619738096,77.7103399430676,10972700,4389.079999122184,99999,1.000010000099901e-05,0
56,Local-gov,244269,Masters,14,Divorced,Armed-Forces,Other-relative,Black,Female,0,0,30,Cuba,0.0,0,13679064,784,3.999999997142857,0,5600000000.0,0,5600000000.0,1680,26,1.8666666660444444,3419766,17447.78570182301,0,24426900000000.0,0,24426900000000.0,7328070,8142.2999972859,0,1400000000.0,0
41,Local-gov,260442,10th,6,Married-AF-spouse,Adm-clerical,Not-in-family,White,Female,0,2042,45,United-States,0.0,0,10678122,246,6.833333321944444,0,4100000000.0,83722,0.020078354554260148,1845,-4,0.9111111109086419,1562652,43406.999927655,0,26044200000000.0,531822564,127.54260528830783,11719890,5787.599998713867,0,600000000.0,0
27,State-gov,267286,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Black,Male,15024,0,40,India,9.617470759403409,1,7216722,297,2.4545454523140493,405648,0.0017971246006377815,0,2700000000.0,1080,-13,0.67499999983125,2940146,24298.72725063752,4015704864,17.79060170392852,0,26728600000000.0,10691440,6682.1499983294625,165264,0.0007321618743339109,0
54,Private,221928,12th,8,Married-spouse-absent,Other-service,Other-relative,Other,Male,0,0,45,Canada,0.0,0,11984112,432,6.7499999915624995,0,5400000000.0,0,5400000000.0,2430,9,1.1999999997333333,1775424,27740.999965323746,0,22192800000000.0,0,22192800000000.0,9986760,4931.7333322373925,0,800000000.0,0
53,Private,370362,1st-4th,2,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,2042,55,Cuba,0.0,0,19629186,106,26.4999998675,0,5300000000.0,108226,0.025954946131116773,2915,-2,0.963636363461157,740724,185180.99907409502,0,37036200000000.0,756279204,181.37218413231454,20369910,6733.854544230208,0,200000000.0,0
46,Without-pay,163911,Some-college,10,Widowed,Sales,Unmarried,White,Male,0,0,45,Jamaica,0.0,0,7539906,460,4.599999995399999,0,4600000000.0,0,4600000000.0,2070,1,1.0222222219950616,1639110,16391.0999836089,0,16391100000000.0,0,16391100000000.0,7375995,3642.4666658572296,0,1000000000.0,0
33,Self-emp-not-inc,220401,5th-6th,3,Married-AF-spouse,Farming-fishing,Unmarried,Other,Female,0,0,40,India,0.0,0,7273233,99,10.999999963333334,0,3300000000.0,0,3300000000.0,1320,-7,0.8249999997937499,661203,73466.99975511001,0,22040100000000.0,0,22040100000000.0,8816040,5510.0249986224935,0,300000000.0,0
64,Local-gov,384993,Bachelors,13,Married-spouse-absent,Adm-clerical,Other-relative,Black,Female,0,2824,38,India,0.0,0,24639552,832,4.92307691928994,0,6400000000.0,180736,0.022662889518333347,2432,26,1.6842105258725761,5004909,29614.8461310655,0,38499300000000.0,1087220232,136.32896600518296,14629734,10131.394734175949,0,1300000000.0,0
32,Local-gov,232873,12th,8,Never-married,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,2174,0,40,Mexico,7.684783943522785,0,7451936,256,3.9999999949999996,69568,0.014719411223483352,0,3200000000.0,1280,-8,0.7999999998,1862984,29109.12496361359,506265902,107.11729530769496,0,23287300000000.0,9314920,5821.824998544544,17392,0.003679852805870838,1
28,Private,249191,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,25,Dominican-Republic,0.0,0,6977348,364,2.153846152189349,0,2800000000.0,0,2800000000.0,700,3,1.119999999552,3239483,19168.53844679343,0,24919100000000.0,0,24919100000000.0,6229775,9967.639996012944,0,1300000000.0,0
53,Without-pay,264661,5th-6th,3,Divorced,Craft-repair,Other-relative,Black,Male,2174,0,40,Cuba,7.684783943522785,0,14027033,159,17.666666607777778,115222,0.0243790248388943,0,5300000000.0,2120,13,1.32499999966875,793983,88220.33303926556,575373014,121.73919043182273,0,26466100000000.0,10586440,6616.524998345869,6522,0.0013799448022015642,0
47,Self-emp-not-inc,336574,9th,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,55,China,0.0,0,15818978,235,9.3999999812,0,4700000000.0,0,4700000000.0,2585,-8,0.8545454543900827,1682870,67314.7998653704,0,33657400000000.0,0,33657400000000.0,18511570,6119.527271614631,0,500000000.0,0
46,Self-emp-not-inc,340414,1st-4th,2,Widowed,Craft-repair,Not-in-family,Black,Female,0,0,50,India,0.0,0,15659044,92,22.999999885,0,4600000000.0,0,4600000000.0,2300,-4,0.919999999816,680828,170206.999148965,0,34041400000000.0,0,34041400000000.0,17020700,6808.279998638344,0,200000000.0,1
37,Private,131235,1st-4th,2,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,30,Dominican-Republic,0.0,0,4855695,74,18.4999999075,0,3700000000.0,0,3700000000.0,1110,7,1.2333333329222222,262470,65617.4996719125,0,13123500000000.0,0,13123500000000.0,3937050,4374.4999985418335,0,200000000.0,0
48,State-gov,208434,9th,5,Married-civ-spouse,Farming-fishing,Wife,Other,Female,0,2824,40,Cuba,0.0,0,10004832,240,9.5999999808,0,4800000000.0,135552,0.016997167138750012,1920,8,1.1999999997,1042170,41686.7999166264,0,20843400000000.0,588617616,73.80807365412957,8337360,5210.849998697287,0,500000000.0,1
61,Self-emp-not-inc,164886,10th,6,Widowed,Priv-house-serv,Unmarried,Other,Female,0,2042,35,Jamaica,0.0,0,10058046,366,10.166666649722222,0,6100000000.0,124562,0.029872673849021193,2135,26,1.7428571423591837,989316,27480.999954198334,0,16488600000000.0,336697212,80.7473065617985,5771010,4711.028570082563,0,600000000.0,1
57,Self-emp-not-inc,274716,Prof-school,15,Widowed,Handlers-cleaners,Other-relative,Other,Male,0,0,55,Jamaica,0.0,0,15658812,855,3.7999999974666663,0,5700000000.0,0,5700000000.0,3135,2,1.0363636361752067,4120740,18314.3999877904,0,27471600000000.0,0,27471600000000.0,15109380,4994.8363627282115,0,1500000000.0,1
65,Local-gov,328189,12th,8,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,5178,2824,25,England,8.552367266423891,0,21332285,520,8.124999989843749,336570,0.012553109308589121,183560,0.023016997167057306,1625,40,2.59999999896,2625512,41023.62494872046,1699362642,63.38142139810085,926805736,116.21423512706724,8204725,13127.559994748975,41424,0.0015449980687494303,0
25,Federal-gov,362417,Some-college,10,Divorced,Protective-serv,Other-relative,Black,Male,0,0,40,Mexico,0.0,0,9060425,250,2.4999999975,0,2500000000.0,0,2500000000.0,1000,-15,0.62499999984375,3624170,36241.6999637583,0,36241700000000.0,0,36241700000000.0,14496680,9060.424997734894,0,1000000000.0,0
35,Private,158046,Prof-school,15,Divorced,Tech-support,Unmarried,White,Male,15024,0,35,Germany,9.617470759403409,1,5531610,525,2.333333331777778,525840,0.0023296059637897167,0,3500000000.0,1225,0,0.9999999997142857,2370690,10536.399992975732,2374483104,10.519568690088844,0,15804600000000.0,5531610,4515.5999987098285,225360,0.0009984025559098785,0
29,Local-gov,88840,Masters,14,Married-civ-spouse,Armed-Forces,Wife,White,Female,0,0,40,Jamaica,0.0,0,2576360,406,2.0714285699489796,0,2900000000.0,0,2900000000.0,1160,-11,0.72499999981875,1243760,6345.714281181632,0,8884000000000.0,0,8884000000000.0,3553600,2220.99999944475,0,1400000000.0,0
31,Local-gov,285514,11th,7,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,7688,0,35,El-Salvador,8.94754601503218,0,8850934,217,4.428571422244898,238328,0.004032258064510884,0,3100000000.0,1085,-4,0.8857142854612244,1998598,40787.71422744612,2195031632,37.13761706550841,0,28551400000000.0,9992990,8157.542854812131,53816,0.0009105098855347158,1
33,Without-pay,251405,Masters,14,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,38,Japan,0.0,0,8296365,462,2.3571428554591836,0,3300000000.0,0,3300000000.0,1254,-5,0.8684210524030471,3519670,17957.499987173214,0,25140500000000.0,0,25140500000000.0,9553390,6615.921050890547,0,1400000000.0,0
49,Without-pay,142215,10th,6,Separated,Other-service,Not-in-family,Black,Male,0,0,35,China,0.0,0,6968535,294,8.166666653055556,0,4900000000.0,0,4900000000.0,1715,14,1.3999999995999999,853290,23702.499960495832,0,14221500000000.0,0,14221500000000.0,4977525,4063.2857131247756,0,600000000.0,0
43,Self-emp-inc,345134,Assoc-acdm,12,Widowed,Farming-fishing,Other-relative,Other,Female,7688,0,60,Dominican-Republic,8.94754601503218,0,14840762,516,3.583333330347222,330584,0.005593132153998969,0,4300000000.0,2580,-17,0.7166666665472222,4141608,28761.166642699027,2653390192,44.892559833448374,0,34513400000000.0,20708040,5752.233332374628,92256,0.0015608740894880841,0
51,Local-gov,155988,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,Black,Female,0,0,45,Jamaica,0.0,0,7955388,153,16.999999943333332,0,5100000000.0,0,5100000000.0,2295,6,1.1333333330814814,467964,51995.99982668,0,15598800000000.0,0,15598800000000.0,7019460,3466.399999229689,0,300000000.0,0
43,Local-gov,252892,1st-4th,2,Never-married,Sales,Not-in-family,White,Female,0,0,45,Mexico,0.0,0,10874356,86,21.4999998925,0,4300000000.0,0,4300000000.0,1935,-2,0.9555555553432099,505784,126445.99936777001,0,25289200000000.0,0,25289200000000.0,11380140,5619.822220973373,0,200000000.0,0
42,Federal-gov,72178,Prof-school,15,Widowed,Adm-clerical,Other-relative,White,Male,0,0,40,China,0.0,0,3031476,630,2.799999998133333,0,4200000000.0,0,4200000000.0,1680,2,1.0499999997375,1082670,4811.866663458755,0,7217800000000.0,0,7217800000000.0,2887120,1804.4499995488875,0,1500000000.0,1
41,Without-pay,245374,7th-8th,4,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,25,Philippines,0.0,0,10060334,164,10.249999974375001,0,4100000000.0,0,4100000000.0,1025,16,1.639999999344,981496,61343.49984664125,0,24537400000000.0,0,24537400000000.0,6134350,9814.959996074016,0,400000000.0,1
54,Without-pay,336330,Bachelors,13,Separated,Tech-support,Unmarried,Black,Female,0,0,45,England,0.0,0,18161820,702,4.153846150650887,0,5400000000.0,0,5400000000.0,2430,9,1.1999999997333333,4372290,25871.538441637276,0,33633000000000.0,0,33633000000000.0,15134850,7473.999998339111,0,1300000000.0,0
46,Self-emp-not-inc,377950,5th-6th,3,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,15024,0,35,Canada,9.617470759403409,1,17385700,138,15.333333282222222,691104,0.0030617678381236273,0,4600000000.0,1610,11,1.314285713910204,1133850,125983.33291338889,5678320800,25.15641640040924,0,37795000000000.0,13228250,10798.571425486121,45072,0.0001996805111819757,0
28,State-gov,193946,Doctorate,16,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,0,2042,40,Cuba,0.0,0,5430488,448,1.74999999890625,0,2800000000.0,57176,0.013712047012665466,1120,-12,0.6999999998249999,3103136,12121.624992423984,0,19394600000000.0,396037732,94.9784524970863,7757840,4848.649998787838,0,1600000000.0,0
21,Private,297675,9th,5,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,60,United-States,0.0,0,6251175,105,4.1999999916,0,2100000000.0,0,2100000000.0,1260,-39,0.34999999994166664,1488375,59534.99988093,0,29767500000000.0,0,29767500000000.0,17860500,4961.249999173125,0,500000000.0,1
26,Local-gov,122525,7th-8th,4,Divorced,Priv-house-serv,Other-relative,Other,Female,0,0,35,Cuba,0.0,0,3185650,104,6.49999998375,0,2600000000.0,0,2600000000.0,910,-9,0.742857142644898,490100,30631.249923421874,0,12252500000000.0,0,12252500000000.0,4288375,3500.7142847140817,0,400000000.0,0
28,Without-pay,220017,9th,5,Separated,Exec-managerial,Other-relative,White,Female,7688,0,55,India,8.94754601503218,0,6160476,140,5.5999999888000005,215264,0.003642039542138863,0,2800000000.0,1540,-27,0.5090909089983471,1100085,44003.3999119932,1691490696,28.61823621224165,0,22001700000000.0,12100935,4000.309090181762,38440,0.0006503642039533685,0
19,Private,167722,1st-4th,2,Separated,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,England,0.0,0,3186718,38,9.499999952500001,0,1900000000.0,0,1900000000.0,760,-21,0.47499999988124997,335444,83860.999580695,0,16772200000000.0,0,16772200000000.0,6708880,4193.0499989517375,0,200000000.0,0
40,Without-pay,130147,1st-4th,2,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,50,Jamaica,0.0,0,5205880,80,19.999999900000002,0,4000000000.0,0,4000000000.0,2000,-10,0.79999999984,260294,65073.499674632505,0,13014700000000.0,0,13014700000000.0,6507350,2602.939999479412,0,200000000.0,1
40,Without-pay,172453,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,Other,Female,0,1902,40,United-States,0.0,0,6898120,40,39.99999960000001,0,4000000000.0,76080,0.02103049421650352,1600,0,0.99999999975,172453,172452.99827547002,0,17245300000000.0,328005606,90.66929547796704,6898120,4311.324998922169,0,100000000.0,0
28,Federal-gov,294745,9th,5,Married-AF-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,0,0,45,China,0.0,0,8252860,140,5.5999999888000005,0,2800000000.0,0,2800000000.0,1260,-17,0.6222222220839506,1473725,58948.999882102,0,29474500000000.0,0,29474500000000.0,13263525,6549.888887433358,0,500000000.0,0
59,Federal-gov,65878,Some-college,10,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,0,2042,55,Mexico,0.0,0,3886802,590,5.8999999941,0,5900000000.0,120478,0.02889324191954509,3245,4,1.0727272725322314,658780,6587.7999934122,0,6587800000000.0,134522876,32.26150832501341,3623290,1197.7818179640396,0,1000000000.0,1
45,State-gov,219167,Prof-school,15,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,0,0,30,South,0.0,0,9862515,675,2.999999998,0,4500000000.0,0,4500000000.0,1350,15,1.4999999995,3287505,14611.133323592578,0,21916700000000.0,0,21916700000000.0,6575010,7305.566664231477,0,1500000000.0,1
20,Federal-gov,253762,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,0,0,30,Canada,0.0,0,5075240,300,1.3333333324444443,0,2000000000.0,0,2000000000.0,600,-10,0.6666666664444444,3806430,16917.466655388354,0,25376200000000.0,0,25376200000000.0,7612860,8458.733330513754,0,1500000000.0,1
24,Federal-gov,329311,9th,5,Married-spouse-absent,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,14084,0,40,Cuba,9.552865680310473,1,7903464,120,4.7999999904,338016,0.0017040613462072534,0,2400000000.0,960,-16,0.59999999985,1646555,65862.1998682756,4638016124,23.381922749202367,0,32931100000000.0,13172440,8232.774997941806,70420,0.00035501278045984447,0
24,Local-gov,76821,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Male,0,0,40,India,0.0,0,1843704,312,1.8461538447337278,0,2400000000.0,0,2400000000.0,960,-16,0.59999999985,998673,5909.307687762071,0,7682100000000.0,0,7682100000000.0,3072840,1920.5249995198687,0,1300000000.0,0
38,Without-pay,259952,Masters,14,Married-spouse-absent,Armed-Forces,Unmarried,Black,Male,2174,0,55,United-States,7.684783943522785,0,9878176,532,2.7142857123469386,82612,0.01747930082788648,0,3800000000.0,2090,-17,0.6909090907834711,3639328,18567.99998673714,565135648,119.573137073967,0,25995200000000.0,14297360,4726.3999991406545,30436,0.006439742410273967,1
47,Self-emp-not-inc,177700,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,India,0.0,0,8351900,423,5.222222216419753,0,4700000000.0,0,4700000000.0,1880,7,1.17499999970625,1599300,19744.44442250617,0,17770000000000.0,0,17770000000000.0,7108000,4442.499998889375,0,900000000.0,0
22,Local-gov,381914,5th-6th,3,Married-civ-spouse,Farming-fishing,Wife,Black,Female,0,0,50,Puerto-Rico,0.0,0,8402108,66,7.333333308888889,0,2200000000.0,0,2200000000.0,1100,-28,0.439999999912,1145742,127304.66624231778,0,38191400000000.0,0,38191400000000.0,19095700,7638.279998472344,0,300000000.0,1
52,State-gov,147680,9th,5,Married-spouse-absent,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,England,0.0,0,7679360,260,10.3999999792,0,5200000000.0,0,5200000000.0,2080,12,1.299999999675,738400,29535.999940928,0,14768000000000.0,0,14768000000000.0,5907200,3691.9999990769998,0,500000000.0,0
41,Self-emp-not-inc,85249,10th,6,Widowed,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,0,0,30,South,0.0,0,3495209,246,6.833333321944444,0,4100000000.0,0,4100000000.0,1230,11,1.366666666211111,511494,14208.166642986389,0,8524900000000.0,0,8524900000000.0,2557470,2841.633332386122,0,600000000.0,1
22,Private,315990,5th-6th,3,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,14084,0,40,China,9.552865680310473,1,6951780,66,7.333333308888889,309848,0.0015620562340233157,0,2200000000.0,880,-18,0.5499999998625,947970,105329.9996489,4450403160,22.43609769950125,0,31599000000000.0,12639600,7899.749998025062,42252,0.00021300766827590667,0
23,Local-gov,309467,Bachelors,13,Separated,Sales,Unmarried,Other,Female,0,0,38,Mexico,0.0,0,7117741,299,1.7692307678698225,0,2300000000.0,0,2300000000.0,874,-15,0.605263157735457,4023071,23805.153827842187,0,30946700000000.0,0,30946700000000.0,11759746,8143.868418909508,0,1300000000.0,1
54,Without-pay,168325,Prof-school,15,Never-married,Sales,Unmarried,Black,Male,15024,2042,50,Japan,9.617470759403409,1,9089550,810,3.5999999976,811296,0.003594249201275563,110268,0.02644466209585483,2700,4,1.079999999784,2524875,11221.666659185556,2528914800,11.203740681568688,343719650,82.43143976453266,8416250,3366.4999993267,225360,0.0009984025559098785,1
38,Self-emp-inc,348375,Doctorate,16,Separated,Adm-clerical,Unmarried,Other,Female,0,0,50,Philippines,0.0,0,13238250,608,2.3749999985156247,0,3800000000.0,0,3800000000.0,1900,-12,0.759999999848,5574000,21773.437486391602,0,34837500000000.0,0,34837500000000.0,17418750,6967.4999986064995,0,1600000000.0,1
20,Without-pay,115260,7th-8th,4,Married-AF-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,99999,0,38,Japan,11.512925464970229,1,2305200,80,4.9999999875,1999980,0.0002000020000199802,0,2000000000.0,760,-18,0.5263157893351801,461040,28814.9999279625,11525884740,1.152611526115146,0,11526000000000.0,4379880,3033.1578939386427,399996,4.000040000399604e-05,0
55,Federal-gov,86185,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,Mexico,0.0,0,4740175,605,4.999999995454545,0,5500000000.0,0,5500000000.0,1100,35,2.749999998625,948035,7834.999992877272,0,8618500000000.0,0,8618500000000.0,1723700,4309.249997845375,0,1100000000.0,0
36,Self-emp-inc,306131,7th-8th,4,Widowed,Priv-house-serv,Other-relative,White,Male,99999,0,45,Cuba,11.512925464970229,1,11020716,144,8.9999999775,3599964,0.00036000360003596434,0,3600000000.0,1620,-9,0.7999999998222223,1224524,76532.74980866813,30612793869,3.061340613405828,0,30613100000000.0,13775895,6802.911109599353,399996,4.000040000399604e-05,0
62,Private,324707,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0,1902,40,Dominican-Republic,0.0,0,20131834,186,20.666666597777777,0,6200000000.0,117924,0.032597266035580455,2480,22,1.5499999996125,974121,108235.66630588111,0,32470700000000.0,617592714,170.7187171389552,12988280,8117.674997970581,0,300000000.0,0
42,Private,94541,Assoc-voc,11,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,1902,50,Jamaica,0.0,0,3970722,462,3.8181818147107434,0,4200000000.0,79884,0.0220820189273287,2100,-8,0.839999999832,1039951,8594.636355823057,0,9454100000000.0,179816982,49.70609884306148,4727050,1890.819999621836,0,1100000000.0,1
